name,site,subtypes,category,phone,full_address,city,postal_code,latitude,longitude,plus_code,rating,reviews,reviews_tags,photo,working_hours,about,range,logo,description,location_link,place_id,verified_features,verified_summary,venue_type_verified
Acqua7,https://www.acqua7.com/,Cocktail bar,bars,+44 20 7254 8344,"7 Balls Pond Rd, London N1 4AX, United Kingdom",London,N1 4AX,51.5460011,-0.0762637,9C3XGWWF+CF,4.7,62,"wine, gem, art, atmosphere, exhibitions, sloe",https://lh3.googleusercontent.com/p/AF1QipOW0FuNOT7G9NxpdCKwvKJT7kGkEDbaV1tWtf5r=w800-h500-k-no,"Sunday,|Monday,|Tuesday,|Wednesday,|Thursday,6,11PM|Friday,6,11PM|Saturday,6,11PM","{""Service options"": {""Dine-in"": true, ""Delivery"": false}, ""Highlights"": {""Great cocktails"": true, ""Great wine list"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Food"": true, ""Spirits"": true, ""Wine"": true}, ""Amenities"": {""Toilet"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",$$,https://lh4.googleusercontent.com/-LKTm8G_96ZM/AAAAAAAAAAI/AAAAAAAAAAA/bnc0ihapD_E/s44-p-k-no-ns-nd/photo.jpg,,"https://www.google.com/maps/place/Acqua7/@51.5460011,-0.07626369999999999,14z/data=!4m8!1m2!2m1!1sAcqua7!3m4!1s0x48761c9202f04b0d:0xdeb6d472f52e3864!8m2!3d51.5460011!4d-0.07626369999999999",ChIJDUvwApIcdkgRZDgu9XLUtt4,"Cocktails, Craft beer, Food menu, Wine","A cocktail bar serving craft beer, cocktails and wine, offering food menu. Key features: Cocktails, Craft beer, Food menu, Wine",Bar
The Duke of Wellington,https://www.frontierpubs.co.uk/pub/duke-of-wellington/?utm_source=gmb,"Pub, Bar",bars,+44 20 7275 7640,"119 Balls Pond Rd, London N1 4BL, United Kingdom",London,N1 4BL,51.5462783,-0.0805954,9C3XGWW9+GQ,4.3,585,"pizza, football, ales, sunday roast, game, bartender, crowd, space, area, watch",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nor_rYFAXxX-Hc4XZAcjh4bDr6iv9JcWiMgtvW1q8_gDLJErp8Q1qdkJxzvxdGn_u3ZAhhFXHyLv_GJWJPz0dKoSV7t7CtS8S0LkI16fimazt1DBe1fD7O8yHKqhzYw38rAIrYn=w800-h500-k-no,"Sunday,12,10:30PM|Monday,4,11PM|Tuesday,4,11PM|Wednesday,4,11PM|Thursday,4,11PM|Friday,12PM,12AM|Saturday,12PM,12AM","{""Service options"": {""Outdoor seating"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Great beer selection"": true, ""Live performances"": true, ""Sports"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Food"": true, ""Food at bar"": true, ""Hard liquor"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true, ""Table service"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""NFC mobile payments"": true}, ""Pets"": {""Dogs allowed"": true}, ""Charges"": [{""name"": ""Type 2"", ""types"": [""Slow""], ""power"": 5.1, ""total"": 1, ""available"": 1, ""availability_last_update"": [1], ""connector"": ""https://www.gstatic.com/maps/ev/connectors/EV_Connectors_Mennekes.png""}]}",£10–20,https://lh4.googleusercontent.com/-szpFl3TXAO0/AAAAAAAAAAI/AAAAAAAAAAA/tl44P1eE7Yg/s44-p-k-no-ns-nd/photo.jpg,"Bustling Victorian boozer with streetside tables, a fortnighly film club and comedy nights.","https://www.google.com/maps/place/The+Duke+of+Wellington/@51.5462783,-0.0805954,14z/data=!4m8!1m2!2m1!1sThe+Duke+of+Wellington!3m4!1s0x48761c9021bef947:0xc61c4f84c804741f!8m2!3d51.5462783!4d-0.0805954",ChIJR_m-IZAcdkgRH3QEyIRPHMY,"Cocktails, Craft beer, Dog-friendly, Food menu, Late-night, Live music, Outdoor seating, Real ale, Sunday roast, Wine","Bustling Victorian boozer with streetside tables, a fortnighly film club and comedy nights. Key features: Cocktails, Craft beer, Dog-friendly, Food menu, Late-night",Bar
dan's,https://dans.wine/,"Wine bar, Wine store",bars,+44 7450 969401,"2-4 Tottenham Rd, London N1 4BZ, United Kingdom",London,N1 4BZ,51.5451914,-0.0763589,9C3XGWWF+3F,4.8,268,"atmosphere, prices, selection, natural wines, delivery, snacks, menu, feel, service charge, evening",https://lh3.googleusercontent.com/p/AF1QipNsP3-B_isqsjnd1TIN20_vVY6EeAOzhXfzf3EW=w800-h500-k-no,"Sunday,2,9PM|Monday,12,10PM|Tuesday,12,10PM|Wednesday,12,10PM|Thursday,12,11PM|Friday,12,11PM|Saturday,2,11PM","{""Service options"": {""Outdoor seating"": true, ""Curbside pickup"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Onsite services"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Great wine list"": true}, ""Accessibility"": {""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Food"": true, ""Food at bar"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Romantic"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",,https://lh5.googleusercontent.com/-kEa93Qxpga4/AAAAAAAAAAI/AAAAAAAAAAA/wBBUcxJh-mc/s44-p-k-no-ns-nd/photo.jpg,"A neighbourhood wine bar and shop by Natty Boy Wines. Choose from over 600 wines for drink-in or takeaway, alongside a constantly rotating by the glass and snack offering.","https://www.google.com/maps/place/dan%27s/@51.5451914,-0.0763589,14z/data=!4m8!1m2!2m1!1sdan%27s!3m4!1s0x48761d22f12029a7:0x876f25aa405878a9!8m2!3d51.5451914!4d-0.0763589",ChIJpykg8SIddkgRqXhYQKolb4c,"Craft beer, Food menu, Outdoor seating, Wine","A neighbourhood wine bar and shop by Natty Boy Wines. Choose from over 600 wines for drink-in or takeaway, alongside a constantly rotating by the glass and snack offering. Key features: Craft beer, Food menu, Outdoor seating, Wine",Bar
The Scolt Head,http://www.thescolthead.co.uk/,"Pub, Bar, Gastropub, Restaurant",bars,+44 20 7254 3965,"107A Culford Rd, London N1 4HT, United Kingdom",London,N1 4HT,51.5433408,-0.0816201,9C3XGWV9+89,4.5,1339,"sunday roast, garden, summer, fish and chips, crowd, sports, sausage rolls, football, hipster, terrace",https://lh3.googleusercontent.com/p/AF1QipNrVr6wX4l8R00VblqRBnfVf5CCx_yw1VqLlGmP=w800-h500-k-no,"Sunday,12,11PM|Monday,12,11PM|Tuesday,12,11PM|Wednesday,12,11PM|Thursday,12,11PM|Friday,12PM,12AM|Saturday,12PM,12AM","{""Service options"": {""Outdoor seating"": true, ""Dine-in"": true, ""Delivery"": false, ""Takeaway"": false}, ""Highlights"": {""Bar games"": true, ""Great beer selection"": true, ""Great wine list"": true, ""Live music"": true, ""Live performances"": true, ""Quiz night"": true, ""Sport"": true}, ""Popular for"": {""Solo dining"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true, ""Wheelchair-accessible toilet"": true, ""Wheelchair-accessible car park"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Dancing"": true, ""Food"": true, ""Food at bar"": true, ""Spirits"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true, ""Table service"": true}, ""Amenities"": {""Toilet"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Free of charge street parking"": true, ""Paid street parking"": true}, ""Pets"": {""Dogs allowed"": true}}",£20–30,https://lh6.googleusercontent.com/-rc9oUQjTWYE/AAAAAAAAAAI/AAAAAAAAAAA/OeRx_I-s4Tk/s44-p-k-no-ns-nd/photo.jpg,"Pub with bright bar and wooden floors, serving British food prepared from carefully sourced produce.","https://www.google.com/maps/place/The+Scolt+Head/@51.543340799999996,-0.0816201,14z/data=!4m8!1m2!2m1!1sThe+Scolt+Head!3m4!1s0x48761c909a936dbd:0x25780105113aaac2!8m2!3d51.543340799999996!4d-0.0816201",ChIJvW2TmpAcdkgRwqo6EQUBeCU,"Cocktails, Craft beer, Dancing, Dog-friendly, Food menu, Late-night, Live music, Outdoor seating, Sports screening, Sunday roast, Wine","Pub with bright bar and wooden floors, serving British food prepared from carefully sourced produce. Key features: Cocktails, Craft beer, Dancing, Dog-friendly, Food menu",Bar
The Talbot,http://thetalbotn1.com/,Pub,bars,+44 20 7241 2995,"109 Mortimer Rd, London N1 4JY, United Kingdom",London,N1 4JY,51.5427586,-0.079242,9C3XGWVC+48,4.3,723,"sunday roast, area, vegetables, party, balcony, gravy, book, roof, room, roast potatoes",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqEa_yn5ir03SP1uuGlcYS3yutTc8C6pO25nkWp6jCdU0JfDoeHf_GLoXafkDNmMUiXLOF_b0ZAa9rAbzSbeJnjAiyPK-0bUbUblxnwt4dUki6gDqkRo4MLZ8FEd8RGYy4961Ie=w800-h500-k-no,"Sunday,12,10:30PM|Monday,4,11PM|Tuesday,4,11PM|Wednesday,4,11PM|Thursday,4,11PM|Friday,4,11PM|Saturday,12,11PM","{""Service options"": {""Outdoor seating"": true, ""Dine-in"": true, ""Delivery"": false, ""Takeout"": false}, ""Highlights"": {""Great beer selection"": true, ""Great wine list"": true}, ""Popular for"": {""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Food"": true, ""Food at bar"": true, ""Free water refills"": true, ""Hard liquor"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Pets"": {""Dogs allowed"": true}}",£20–30,https://lh4.googleusercontent.com/-w2lcBT1EFfI/AAAAAAAAAAI/AAAAAAAAAAA/dNZpr82McWU/s44-p-k-no-ns-nd/photo.jpg,"Gastropub with European beer menu, streetside tables and a bookable upstairs room with terrace.","https://www.google.com/maps/place/The+Talbot/@51.5427586,-0.07924199999999999,14z/data=!4m8!1m2!2m1!1sThe+Talbot!3m4!1s0x48761c911faafcd9:0x21c2780c7f5873a6!8m2!3d51.5427586!4d-0.07924199999999999",ChIJ2fyqH5EcdkgRpnNYfwx4wiE,"Cocktails, Craft beer, Dog-friendly, Food menu, Outdoor seating, Sunday roast, Wine","Gastropub with European beer menu, streetside tables and a bookable upstairs room with terrace. Key features: Cocktails, Craft beer, Dog-friendly, Food menu, Outdoor seating",Pub
The Alma Newington Green,https://thealmaislington.com/,Pub,bars,+44 20 7226 3531,"59 Newington Green Rd, London N1 4QU, United Kingdom",London,N1 4QU,51.548369,-0.087776,9C3XGWX6+8V,4.4,854,"atmosphere, roast, film memorabilia, band, saturday, football, thursday, posters, walls, lighting",https://lh3.googleusercontent.com/p/AF1QipMwyi-NRgBebMT0G8F1tCSao7apljjOD5YhS2Kx=w800-h500-k-no,"Sunday,12PM,12AM|Monday,4PM,12AM|Tuesday,4PM,12AM|Wednesday,4PM,12AM|Thursday,4PM,12AM|Friday,3PM,1AM|Saturday,12PM,1AM","{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Outdoor seating"": true, ""Delivery"": true, ""Dine-in"": true}, ""Highlights"": {""Bar games"": true, ""Great beer selection"": true, ""Great wine list"": true, ""Live music"": true, ""Live performances"": true, ""Sports"": true, ""Trivia night"": true}, ""Popular for"": {""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Dancing"": true, ""Food"": true, ""Food at bar"": true, ""Happy hour drinks"": true, ""Hard liquor"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true}, ""Amenities"": {""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true, ""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Pets"": {""Dogs allowed"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",£10–20,https://lh3.googleusercontent.com/-Un9VIGaDZvQ/AAAAAAAAAAI/AAAAAAAAAAA/sO2ZwU0cP_4/s44-p-k-no-ns-nd/photo.jpg,"Gastropub with Maori artworks, mismatched furniture, wall lamps and courtyard tables.","https://www.google.com/maps/place/The+Alma+Newington+Green/@51.548369,-0.08777599999999999,14z/data=!4m8!1m2!2m1!1sThe+Alma+Newington+Green!3m4!1s0x48761c849b60ba7d:0xf199eaff1fcd9d7b!8m2!3d51.548369!4d-0.08777599999999999",ChIJfbpgm4QcdkgRe53NH__qmfE,"Cocktails, Craft beer, Dancing, Dog-friendly, Food menu, LGBTQ+ friendly, Late-night, Live music, Outdoor seating, Sunday roast, Trivia night, Wine","Gastropub with Maori artworks, mismatched furniture, wall lamps and courtyard tables. Key features: Cocktails, Craft beer, Dancing, Dog-friendly, Food menu",Pub
Weavers Arms,https://weaversarmsislington.co.uk/,Pub,bars,+44 20 7354 9501,"98 Newington Green Rd, London N1 4RG, United Kingdom",London,N1 4RG,51.5494726,-0.08689,9C3XGWX7+Q6,4.4,150,"pool table, guinness, football, prices, atmosphere, crowd, darts, craic, jukebox, machine",https://lh3.googleusercontent.com/p/AF1QipPyH2cl0rx-C8R-oVWRSikECIKodNwGJi5eimFY=w800-h500-k-no,"Sunday,12PM,12AM|Monday,12,11AM,1PM,12AM|Tuesday,1PM,12AM|Wednesday,1PM,12AM|Thursday,1PM,12AM|Friday,12PM,1AM|Saturday,12PM,1AM","{""Service options"": {""Outdoor seating"": true, ""Delivery"": false}, ""Highlights"": {""Bar games"": true, ""Great beer selection"": true, ""Karaoke"": true, ""Live music"": true, ""Live performances"": true, ""Sports"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Dancing"": true, ""Free water refills"": true, ""Hard liquor"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true}, ""Amenities"": {""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Groups"": true, ""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Pets"": {""Dogs allowed"": true}, ""Other"": {""LGBTQ+ friendly"": true}, ""Charges"": [{""name"": ""J1772"", ""types"": [""Slow""], ""power"": 6.9, ""total"": 2, ""available"": 1, ""availability_last_update"": [1], ""connector"": ""https://www.gstatic.com/maps/ev/connectors/EV_Connectors_J1772.png""}, {""name"": ""Type 2"", ""types"": [""Slow""], ""power"": 6.9, ""total"": 2, ""available"": 1, ""availability_last_update"": [1], ""connector"": ""https://www.gstatic.com/maps/ev/connectors/EV_Connectors_Mennekes.png""}]}",£10–20,https://lh5.googleusercontent.com/-r1p1Cizi4kk/AAAAAAAAAAI/AAAAAAAAAAA/7YAlvO1DUH8/s44-p-k-no-ns-nd/photo.jpg,"Proper old school irish pub with a great community spirit..
The pub is lively with live music on set days, karaoke 🎤 and djs every weekend
The staff are friendly and helpful and the craic is always around!
So if your fed up of the same generic pubs give us a try..
Promise you it won't be regrettably","https://www.google.com/maps/place/Weavers+Arms/@51.549472599999994,-0.08689,14z/data=!4m8!1m2!2m1!1sWeavers+Arms!3m4!1s0x48761c84630d42cd:0xa3341f27a2caef59!8m2!3d51.549472599999994!4d-0.08689",ChIJzUINY4QcdkgRWe_KoicfNKM,"Cocktails, Craft beer, Dancing, Darts, Dog-friendly, Karaoke, LGBTQ+ friendly, Late-night, Live music, Outdoor seating, Pool table, Wine","Proper old school irish pub with a great community spirit..
The pub is lively with live music on set days, karaoke 🎤 and djs every weekend
The staff are friendly and helpful and the craic is always around!
So if your fed up of the same generic pubs give us a try..
Promise you it won't be regrettably Key features: Cocktails, Craft beer, Dancing, Darts, Dog-friendly",Pub
Duke Of York,https://www.thedukeofyorkpub.com/?utm_source=gmb,Bar,bars,+44 20 3137 2539,"33 Downham Rd, London N1 5AA, United Kingdom",London,N1 5AA,51.5389546,-0.0785748,9C3XGWQC+HH,4.6,498,"sunday roast, atmosphere, pizza, selection, evening, sides, management, hanger steak, gravy, craft beers",https://lh3.googleusercontent.com/p/AF1QipOoyXdxi2QOzJsWW3zfzceaR5ibVKtDJTPPUDtW=w800-h500-k-no,"Sunday,12,10:30PM|Monday,12,11:30PM|Tuesday,12,11:30PM|Wednesday,12,11:30PM|Thursday,12,11:30PM|Friday,12,11:30PM|Saturday,12,11:30PM","{""Service options"": {""Outdoor seating"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Great beer selection"": true, ""Great wine list"": true, ""Live performances"": true}, ""Popular for"": {""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible restroom"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Food"": true, ""Food at bar"": true, ""Hard liquor"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true, ""Table service"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Pets"": {""Dogs allowed"": true}}",₱₱,https://lh4.googleusercontent.com/-OqT4yusCfRI/AAAAAAAAAAI/AAAAAAAAAAA/PbMTlW-E04E/s44-p-k-no-ns-nd/photo.jpg,"Low-key tavern offering classic pub fare & Sunday roasts, plus draught beer, spirits & wine.","https://www.google.com/maps/place/Duke+Of+York/@51.5389546,-0.0785748,14z/data=!4m8!1m2!2m1!1sDuke+Of+York!3m4!1s0x48761db42bf97c3f:0xa77bdf55d08d26d7!8m2!3d51.5389546!4d-0.0785748",ChIJP3z5K7QddkgR1yaN0FXfe6c,"Cocktails, Craft beer, Dog-friendly, Food menu, Live music, Outdoor seating, Sunday roast, Wine","Low-key tavern offering classic pub fare & Sunday roasts, plus draught beer, spirits & wine. Key features: Cocktails, Craft beer, Dog-friendly, Food menu, Live music",Bar
The Stag's Head Hoxton,http://stagsheadhoxton.com/,"Pub, Beer garden, Live music venue, Restaurant",bars,+44 20 7739 5186,"55 Orsman Rd, London N1 5RA, United Kingdom",London,N1 5RA,51.5363759,-0.0807267,9C3XGWP9+HP,4.5,561,"atmosphere, beer garden, live music, pizza, selection, open mic, sunday roast, filmed, room, toilet",https://lh3.googleusercontent.com/p/AF1QipP0S6iV1uqnv5wGf4IByY1pS_Z_U2s7Hq3VmKCx=w800-h500-k-no,"Sunday,12,10PM|Monday,3,11PM|Tuesday,2,11PM|Wednesday,2,11PM|Thursday,2,11PM|Friday,12PM,1AM|Saturday,12PM,1AM","{""Service options"": {""Outdoor seating"": true, ""Onsite services"": true, ""Takeout"": true, ""Dine-in"": true, ""Delivery"": false}, ""Highlights"": {""Bar games"": true, ""Great beer selection"": true, ""Karaoke"": true, ""Live music"": true, ""Live performances"": true, ""Sports"": true, ""Trivia night"": true}, ""Popular for"": {""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible seating"": true, ""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Food"": true, ""Food at bar"": true, ""Free water refills"": true, ""Hard liquor"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true}, ""Amenities"": {""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true}, ""Pets"": {""Dogs allowed"": true}}",£10–20,https://lh4.googleusercontent.com/-7qDJGgNT5g0/AAAAAAAAAAI/AAAAAAAAAAA/cEjSyn8sAUw/s44-p-k-no-ns-nd/photo.jpg,"Hog roasts, live bands and movies in a restored pub with 1930s vinyl dance floor and a beer garden.","https://www.google.com/maps/place/The+Stag%27s+Head+Hoxton/@51.536375899999996,-0.0807267,14z/data=!4m8!1m2!2m1!1sThe+Stag%27s+Head+Hoxton!3m4!1s0x48761c97dde54dbd:0xf4a3df2c5b8f4065!8m2!3d51.536375899999996!4d-0.0807267",ChIJvU3l3ZccdkgRZUCPWyzfo_Q,"Beer garden, Cocktails, Craft beer, Dog-friendly, Food menu, Karaoke, Late-night, Live music, Outdoor seating, Sunday roast, Trivia night, Wine","Hog roasts, live bands and movies in a restored pub with 1930s vinyl dance floor and a beer garden. Key features: Beer garden, Cocktails, Craft beer, Dog-friendly, Food menu",Pub
Three Crowns,https://www.threecrownsshoreditch.com/food-and-drink,Pub,bars,+44 20 3058 4810,"8 East Rd, London N1 6AD, United Kingdom",London,N1 6AD,51.5271222,-0.0877972,9C3XGWG6+RV,4.3,1062,"burger, sunday roast, sports, kitchen, area, darts, guinness, cash, discount, management",https://lh3.googleusercontent.com/p/AF1QipNhtsivTNsVVkn-G-ttYenQMIUufZM8P9fOOUAL=w800-h500-k-no,"Sunday,11AM,11PM|Monday,11AM,11PM|Tuesday,11AM,11PM|Wednesday,11AM,11PM|Thursday,11AM,11PM|Friday,11AM,11:30PM|Saturday,11AM,11:30PM","{""Service options"": {""Outdoor seating"": true, ""Dine-in"": true}, ""Highlights"": {""Great beer selection"": true, ""Great wine list"": true}, ""Popular for"": {""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Food"": true, ""Food at bar"": true, ""Hard liquor"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true, ""Tourists"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Pets"": {""Dogs allowed"": true}}",₱₱,https://lh3.googleusercontent.com/-p__sCKkYOqs/AAAAAAAAAAI/AAAAAAAAAAA/K4flPU7yZxA/s44-p-k-no-ns-nd/photo.jpg,Whitewashed walls and wood panelling adorn this airy pub for seasonal British fare and craft beer.,"https://www.google.com/maps/place/Three+Crowns/@51.5271222,-0.08779719999999999,14z/data=!4m8!1m2!2m1!1sThree+Crowns!3m4!1s0x48761ca67a2181d9:0x6b815c86d00f554f!8m2!3d51.5271222!4d-0.08779719999999999",ChIJ2YEheqYcdkgRT1UP0IZcgWs,"Cocktails, Craft beer, Darts, Dog-friendly, Food menu, Late-night, Outdoor seating, Sunday roast, Wine","Whitewashed walls and wood panelling adorn this airy pub for seasonal British fare and craft beer. Key features: Cocktails, Craft beer, Darts, Dog-friendly, Food menu",Pub
The George & Vulture,https://georgeandvulture.com/booking/,"Pub, Bar, Gastropub, Pizza restaurant",bars,+44 20 7253 3988,"63 Pitfield St, London N1 6BU, United Kingdom",London,N1 6BU,51.5291724,-0.0837297,9C3XGWH8+MG,4.3,1195,"sunday roast, area, sourdough pizza, baked, ceiling, summer, fireplace, fullers, sour dough, smell",https://lh3.googleusercontent.com/p/AF1QipNkTZkZEDppu-7O77M944UzO49eegj2wyjydwax=w800-h500-k-no,"Sunday,12,11PM|Monday,12,11PM|Tuesday,12,11PM|Wednesday,12,11PM|Thursday,12,11PM|Friday,12,11PM|Saturday,12,11PM","{""Service options"": {""Outdoor seating"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Bar games"": true, ""Great beer selection"": true, ""Live music"": true, ""Sports"": true, ""Trivia night"": true}, ""Popular for"": {""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Food"": true, ""Food at bar"": true, ""Free water refills"": true, ""Hard liquor"": true, ""Wine"": true}, ""Dining options"": {""Outside food allowed"": true, ""Seating"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true, ""LGBTQ+ friendly"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Pets"": {""Dogs allowed"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",£10–20,https://lh3.googleusercontent.com/-GgnyEWqYRrY/AAAAAAAAAAI/AAAAAAAAAAA/oQnAzZUuzqM/s44-p-k-no-ns-nd/photo.jpg,"High-ceilinged pub with fireplace and Chesterfield sofas, plus pizza menu.","https://www.google.com/maps/place/The+George+%26+Vulture/@51.5291724,-0.08372969999999999,14z/data=!4m8!1m2!2m1!1sThe+George+%26+Vulture!3m4!1s0x48761ca4e9b26fd9:0xdc71b9d0419d5098!8m2!3d51.5291724!4d-0.08372969999999999",ChIJ2W-y6aQcdkgRmFCdQdC5cdw,"Cocktails, Craft beer, Dog-friendly, Food menu, LGBTQ+ friendly, Live music, Outdoor seating, Sunday roast, Trivia night, Wine","High-ceilinged pub with fireplace and Chesterfield sofas, plus pizza menu. Key features: Cocktails, Craft beer, Dog-friendly, Food menu, LGBTQ+ friendly",Bar
